alpha,beta,mach,CDq [1/rad]
-0.03490658503988659,-0.03490658503988659,0.01,8.721386288555516
-0.03490658503988659,-0.026179938779914945,0.01,7.649561685652852
-0.03490658503988659,-0.017453292519943295,0.01,6.7795942467260835
-0.03490658503988659,-0.008726646259971648,0.01,6.243297609026357
-0.03490658503988659,0.0,0.01,-6.826135647978645
-0.03490658503988659,0.008726646259971648,0.01,6.243297609026357
-0.03490658503988659,0.017453292519943295,0.01,6.7795942467260835
-0.03490658503988659,0.026179938779914945,0.01,7.6495581968991
-0.03490658503988659,0.03490658503988659,0.01,8.721386288555516
-0.026179938779914945,-0.03490658503988659,0.01,7.813974943196706
-0.026179938779914945,-0.026179938779914945,0.01,6.589539180742857
-0.026179938779914945,-0.017453292519943295,0.01,5.514945179232949
-0.026179938779914945,-0.008726646259971648,0.01,4.767026806934505
-0.026179938779914945,0.0,0.01,-5.180038504377633
-0.026179938779914945,0.008726646259971648,0.01,4.767025934280955
-0.026179938779914945,0.017453292519943295,0.01,5.514945179232949
-0.026179938779914945,0.026179938779914945,0.01,6.589536563945044
-0.026179938779914945,0.03490658503988659,0.01,7.813971453247035
-0.017453292519943295,-0.03490658503988659,0.01,7.109175463662078
-0.017453292519943295,-0.026179938779914945,0.01,5.6799019668406725
-0.017453292519943295,-0.017453292519943295,0.01,4.405408114542473
-0.017453292519943295,-0.008726646259971648,0.01,3.380959834942005
-0.017453292519943295,0.0,0.01,-3.4969683469294406
-0.017453292519943295,0.008726646259971648,0.01,3.380958089767815
-0.017453292519943295,0.017453292519943295,0.01,4.405406369567638
-0.017453292519943295,0.026179938779914945,0.01,5.6799019668406725
-0.017453292519943295,0.03490658503988659,0.01,7.109178953611747
-0.008726646259971648,-0.03490658503988659,0.01,6.740328721820134
-0.008726646259971648,-0.026179938779914945,0.01,5.098696531949789
-0.008726646259971648,-0.017453292519943295,0.01,3.5470822699972384
-0.008726646259971648,-0.008726646259971648,0.01,2.197811803678089
-0.008726646259971648,0.0,0.01,-1.771609750320436
-0.008726646259971648,0.008726646259971648,0.01,2.1978109310577674
-0.008726646259971648,0.017453292519943295,0.01,3.5470822699972384
-0.008726646259971648,0.026179938779914945,0.01,5.098696531949789
-0.008726646259971648,0.03490658503988659,0.01,6.740327849698181
0.0,-0.03490658503988659,0.01,6.800788143523618
0.0,-0.026179938779914945,0.01,5.058292135492546
0.0,-0.017453292519943295,0.01,3.337236942252847
0.0,-0.008726646259971648,0.01,1.6486223222741028
0.0,0.0,0.01,0.0
0.0,0.008726646259971648,0.01,1.6486223222741028
0.0,0.017453292519943295,0.01,3.337236942252847
0.0,0.026179938779914945,0.01,5.058292135492546
0.0,0.03490658503988659,0.01,6.800788143523618
0.008726646259971648,-0.03490658503988659,0.01,7.1123558881109
0.008726646259971648,-0.026179938779914945,0.01,5.4600126860247435
0.008726646259971648,-0.017453292519943295,0.01,3.8979856410183342
0.008726646259971648,-0.008726646259971648,0.01,2.5394103727360053
0.008726646259971648,0.0,0.01,1.817065401077916
0.008726646259971648,0.008726646259971648,0.01,2.5394103727360053
0.008726646259971648,0.017453292519943295,0.01,3.8979856410183342
0.008726646259971648,0.026179938779914945,0.01,5.4600118136702305
0.008726646259971648,0.03490658503988659,0.01,7.1123558881109
0.017453292519943295,-0.03490658503988659,0.01,7.853203209112027
0.017453292519943295,-0.026179938779914945,0.01,6.402505014723963
0.017453292519943295,-0.017453292519943295,0.01,5.107188133934384
0.017453292519943295,-0.008726646259971648,0.01,4.06412921383006
0.017453292519943295,0.0,0.01,3.6741102722678685
0.017453292519943295,0.008726646259971648,0.01,4.064130959004251
0.017453292519943295,0.017453292519943295,0.01,5.107188133934384
0.017453292519943295,0.026179938779914945,0.01,6.402505014723963
0.017453292519943295,0.03490658503988659,0.01,7.853203209112027
0.026179938779914945,-0.03490658503988659,0.01,8.929939629040573
0.026179938779914945,-0.026179938779914945,0.01,7.673372348074398
0.026179938779914945,-0.017453292519943295,0.01,6.567548403730147
0.026179938779914945,-0.008726646259971648,0.01,5.791717587221428
0.026179938779914945,0.0,0.01,5.563570062510436
0.026179938779914945,0.008726646259971648,0.01,5.791721077470136
0.026179938779914945,0.017453292519943295,0.01,6.567548403730147
0.026179938779914945,0.026179938779914945,0.01,7.673374965769229
0.026179938779914945,0.03490658503988659,0.01,8.929943118990245
0.03490658503988659,-0.03490658503988659,0.01,10.20921514139659
0.03490658503988659,-0.026179938779914945,0.01,9.094547669531035
0.03490658503988659,-0.017453292519943295,0.01,8.182940516517704
0.03490658503988659,-0.008726646259971648,0.01,7.609431756608432
0.03490658503988659,0.0,0.01,7.474432188673973
0.03490658503988659,0.008726646259971648,0.01,7.609435246425215
0.03490658503988659,0.017453292519943295,0.01,8.182940516517704
0.03490658503988659,0.026179938779914945,0.01,9.094547669531035
0.03490658503988659,0.03490658503988659,0.01,10.209211653572902
-0.03490658503988659,-0.03490658503988659,0.1,8.716432146007111
-0.03490658503988659,-0.026179938779914945,0.1,7.646212553412113
-0.03490658503988659,-0.017453292519943295,0.1,6.778342934700213
